hpo_codes,week_description
HP:0003418,"Hey there, my friend! I wanted to share something that's been happening to me lately. It's been a bit of a puzzling week. I've been having this dull pain in my lower back. It's not like regular back pain from a pulled muscle or anything, it's deeper, and it feels like it's coming from inside my body. I don't remember doing anything to hurt my back, so it's got me a bit concerned."
HP:0000822,"The back pain from last week has continued, and it's becoming more persistent. It's like a constant ache that just won't let up. On top of that, I've noticed that my blood pressure is higher than usual. It's a bit worrying because I've never had issues with it before. I'm planning to see a doctor to get it checked out."
HP:0012378,"This week, the back pain and high blood pressure have been constant companions. The back pain is starting to make it difficult for me to find a comfortable position to sit or lie down. It's a nagging ache that's always there. I've also been feeling more tired than usual, even after a full night's sleep. It's like I never really feel fully rested."
HP:0001824,"The symptoms from the previous weeks are still hanging around. The back pain is quite bothersome, and it's making it hard for me to focus on anything else. My blood pressure is still higher than usual, and the fatigue is really getting to me. I've also noticed that I don't have much of an appetite. I used to enjoy my meals, but now I find myself not feeling hungry as often."
HP:0003270,"I've entered into the intermediate phase now, and the symptoms are becoming more noticeable. The back pain and high blood pressure continue to bother me. On top of that, I've noticed that my abdomen feels bloated and swollen. It's like there's some pressure building up inside me, and it's quite uncomfortable."
HP:0000790,"This week, a new symptom has appeared: blood in my urine. It was quite alarming to see it, and it's made me really anxious. I know it's not normal, so I've decided to see a doctor about it right away. The back pain, high blood pressure, fatigue, decreased appetite, and abdominal bloating are all still there. It feels like my body is going through so much."
HP:0000787,"I went to see a doctor this week about the blood in my urine. They ran some tests and confirmed that I have kidney stones. No wonder I've been in so much pain! They said that kidney stones can sometimes be related to kidney problems, so they want to keep an eye on it. My blood pressure is still high, and my energy levels are still low. I'm trying my best to manage everything."
HP:0000103,"This week, a new symptom has emerged: frequent urination. I find myself needing to go to the bathroom more often, and it can be quite inconvenient. The back pain, high blood pressure, fatigue, decreased appetite, abdominal bloating, blood in my urine, and kidney stones are all still there. It feels like my body is going through so much."
HP:0003418,"Hey buddy, I wanted to talk to you about something that's been going on with me lately. This week has been a bit weird. I've been feeling some pain in my lower back, like a dull ache that comes and goes. I can't really pinpoint what's causing it, but it's been bothering me on and off."
HP:0000822,"The back pain from last week hasn't gone away. In fact, it's been more persistent this week. It's like this constant nagging ache in my back. I've tried resting, but it doesn't seem to make much of a difference. On top of that, I've noticed that my blood pressure is a bit higher than usual. It's not too alarming yet, but it's something to keep an eye on."
